CODE,DIAGNOSIS,ACR group,ICD 10 Chapter Number,ICD 10 chapter description,ICD 10 block,NOTES
A04.4,OTHER INTESTINAL ESCHERICHIA COLI INFECTIONS; ESCHERICHIA COLI ENTERITIS NOS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.5,CAMPYLOBACTER ENTERITIS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6,ENTERITIS DUE TO YERSINIA ENTEROCOLITICA,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.20*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, MULTIPLE SITES",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.21*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, SHOULDER REGION (CLAVICLE, SCAPULA, ACROMIOCLAVICULAR JOINT, GLENOHUMERAL JOINT, STERNOCLAVICULAR JOINT)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.22*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, UPPER ARM ( HUMERUS, ELBOW JOINT)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.23*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, FOREARM ( RADIUS, ULNA, WRIST JOINT)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.24*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, HAND (CARPUS, FINGERS, METACARPUS, JOINTS BETWEEN THESE BONES)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.25*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, PELVIC REGION AND THIGH (BUTTOCK, FEMUR, PELVIS, HIP JOINT, SACROILIAC JOINT)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.26*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, LOWER LEG (FIBULA, TIBIA, KNEE JOINT)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.27*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, ANKLE AND FOOT (METATARSUS, TARSUS, TOES, ANKLE JOINT, OTHER JOINTS IN FOOT)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.28*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, OTHER SITES (HEAD, NECK, RIBS, SKULL, TRUNK, VERTEBRAL COLUMN)",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.6+M03.29*,"POSTINFECTIOUS ARTHROPATHY IN ENTERITIS DUE TO YERSINIA ENTEROCOLITICA, SITE UNSPECIFIED",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.7,ENTEROCOLITIS DUE TO CLOSTRIDIUM DIFFICILE,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.8,OTHER SPECIFIED BACTERIAL INTESTINAL INFECTIONS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04.9,"BACTERIAL INTESTINAL INFECTION, UNSPECIFIED; BACTERIAL ENTERITIS NOS",ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+G53.1*,MULTIPLE CRANIAL NERVE PALSIES IN BACTERIAL INTESTINAL INFECTION,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+G94.0*,HYDROCEPHALUS IN BACTERIAL INTESTINAL INFECTION,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.20*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, MULTIPLE SITES",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.21*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, OCCIPITO-ATLANTO-AXIAL REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.22*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, CERVICAL REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.23*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, CERVICOTHORACIC REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.24*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, THORACIC REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.25*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, THORACOLUMBAR REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.26*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, LUMBAR REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.27*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, LUMBOSACRAL REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.28*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, SACRAL AND SACROCOCCYGEAL REGION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A04+M49.29*,"ENTEROBACTERIAL SPONDYLITIS IN OTHER BACTERIAL INTESTINAL INFECTIONS, SITE UNSPECIFIED",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05.0,FOODBORNE STAPHYLOCOCCAL INTOXICATION,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05.1,BOTULISM; CLASSICAL FOODBORNE INTOXICATION DUE TO CLOSTRIDIUM BOTULINUM,BOTULISM,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05.2,FOODBORNE CLOSTRIDIUM PERFRINGENS [CLOSTRIDIUM WELCHII] INTOXICATION; ENTERITIS NECROTICANS; PIG-BEL,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05.3,FOODBORNE VIBRIO PARAHAEMOLYTICUS INTOXICATION,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05.4,FOODBORNE BACILLUS CEREUS INTOXICATION,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05.8,OTHER SPECIFIED BACTERIAL FOODBORNE INTOXICATIONS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05.9,"BACTERIAL FOODBORNE INTOXICATION, UNSPECIFIED",ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05+G53.1*,MULTIPLE CRANIAL NERVE PALSIES IN BACTERIAL FOODBORNE INTOXICATION,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A05+G94.0*,HYDROCEPHALUS IN BACTERIAL FOODBORNE INTOXICATION,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.0,ACUTE AMOEBIC DYSENTERY; ACUTE AMOEBIASIS; INTESTINAL AMOEBIASIS NOS,"AMOEBIASIS, NONHEPATIC",1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.1,CHRONIC INTESTINAL AMOEBIASIS,"AMOEBIASIS, NONHEPATIC",1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.2,AMOEBIC NONDYSENTERIC COLITIS,"AMOEBIASIS, NONHEPATIC",1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.3,AMOEBOMA OF INTESTINE; AMOEBOMA NOS,"AMOEBIASIS, NONHEPATIC",1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.4,AMOEBIC LIVER ABSCESS; HEPATIC AMOEBIASIS,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.5+J99.8*,AMOEBIC ABSCESS OF LUNG (AND LIVER); AMOEBIC LUNG ABSCESS; RESPIRATORY DISORDERS IN AMOEBIASIS ,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.6+G07*,AMOEBIC BRAIN ABSCESS; AMOEBIC ABSCESS OF BRAIN (AND LIVER) (AND LUNG); AMOEBIC ABSCESS OF BRAIN ,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.7,CUTANEOUS AMOEBIASIS,"AMOEBIASIS, NONHEPATIC",1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.8,AMOEBIC INFECTION OF OTHER SITES; AMOEBIC APPENDICITIS,"AMOEBIASIS, NONHEPATIC",1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.8+N51.2*,AMOEBIC BALANITIS,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06.9,"AMOEBIASIS, UNSPECIFIED",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06+G53.1*,MULTIPLE CRANIAL NERVE PALSIES IN AMOEBIASIS,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A06+G94.0*,HYDROCEPHALUS IN AMOEBIASIS,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07.0,BALANTIDIASIS; BALANTIDIAL DYSENTERY,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07.1,GIARDIASIS [LAMBLIASIS],ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07.2,CRYPTOSPORIDIOSIS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07.3,ISOSPORIASIS; INFECTION DUE TO ISOSPORA BELLI AND ISOSPORA HOMINIS; INTESTINAL COCCIDIOSIS; ISOSPOROSIS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07.8,OTHER SPECIFIED PROTOZOAL INTESTINAL DISEASES; INTESTINAL TRICHOMONIASIS; SARCOSYSTOSIS; SARCOSPORIDIOSIS; CHILOMASTIGIASIS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07.9,"PROTOZOAL INTESTINAL DISEASE, UNSPECIFIED; FLAGELLATE DIARRHEA; PROTOZOAL COLITIS; PROTOZOAL DIARRHOEA; PROTOZOAL DYSENTERY",ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07+G53.1*,MULTIPLE CRANIAL NERVE PALSIES IN PROTOZOAL INTESTINAL DISEASE,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A07+G94.0*,HYDROCEPHALUS IN PROTOZOAL INTESTINAL DISEASE,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08.0,ROTAVIRAL ENTERITIS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08.1,ACUTE GASTROENTEROPATHY DUE TO NORWALK AGENT; SMALL ROUND STRUCTURES VIRUS ENTERITIS; BRADLEY'S DISEASE,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08.2,ADENOVIRAL ENTERITIS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08.3,OTHER VIRAL ENTERITIS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08.4,"VIRAL INTESTINAL INFECTION, UNSPECIFIED; VIRAL ENTERITIS NOS; VIRAL GASTROENTERITIS NOS; VIRAL GASTROENTEROPATHY NOS",ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08.5,OTHER SPECIFIED INTESTINAL INFECTIONS,ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08+G53.1*,MULTIPLE CRANIAL NERVE PALSIES IN VIRAL INTESTINAL INFECTION,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A08+G94.0*,HYDROCEPHALUS IN VIRAL INTESTINAL INFECTION,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A09.0,"DIARRHOEA AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN; CATARRH, ENTERIC OR INTESTINAL COLITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC COLITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC COLITIS; CATARRH, ENTERIC OR INTESTINAL ENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL GASTROENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC GASTROENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC GASTROENTERITIS; DIARRHEA NOS; DYSENTERIC DIARRHEA; EPIDEMIC DIARRHEA; INFECTIOUS DIARRHEAL DISEASE NOS ---- WITH MILD DEHYDRATION",ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A09.1,"DIARRHOEA AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN; CATARRH, ENTERIC OR INTESTINAL COLITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC COLITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC COLITIS; CATARRH, ENTERIC OR INTESTINAL ENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL GASTROENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC GASTROENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC GASTROENTERITIS; DIARRHEA NOS; DYSENTERIC DIARRHEA; EPIDEMIC DIARRHEA; INFECTIOUS DIARRHEAL DISEASE NOS ---- WITH MODERATE DEHYDRATION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A09.2,"DIARRHOEA AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN; CATARRH, ENTERIC OR INTESTINAL COLITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC COLITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC COLITIS; CATARRH, ENTERIC OR INTESTINAL ENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL GASTROENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC GASTROENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC GASTROENTERITIS; DIARRHEA NOS; DYSENTERIC DIARRHEA; EPIDEMIC DIARRHEA; INFECTIOUS DIARRHEAL DISEASE NOS ---- WITH SEVERE DEHYDRATION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A09.3,"DIARRHOEA AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN; CATARRH, ENTERIC OR INTESTINAL COLITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC COLITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC COLITIS; CATARRH, ENTERIC OR INTESTINAL ENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL GASTROENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC GASTROENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC GASTROENTERITIS; DIARRHEA NOS; DYSENTERIC DIARRHEA; EPIDEMIC DIARRHEA; INFECTIOUS DIARRHEAL DISEASE NOS ---- WITH NO DEHYDRATION",,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A09.9,"DIARRHOEA AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN; CATARRH, ENTERIC OR INTESTINAL COLITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC COLITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC COLITIS; CATARRH, ENTERIC OR INTESTINAL ENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC ENTERITIS; CATARRH, ENTERIC OR INTESTINAL GASTROENTERITIS NOS; CATARRH, ENTERIC OR INTESTINAL HEMORRHAGIC GASTROENTERITIS; CATARRH, ENTERIC OR INTESTINAL SEPTIC GASTROENTERITIS; DIARRHEA NOS; DYSENTERIC DIARRHEA; EPIDEMIC DIARRHEA; INFECTIOUS DIARRHEAL DISEASE NOS ---- DEHYDRATION STATUS UNSPECIFIED",ACUTE GASTROENTERITIS,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A09+G53.1*,MULTIPLE CRANIAL NERVE PALSIES IN DIARRHOEA AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A09+G94.0*,HYDROCEPHALUS IN DIARRHOEA AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN,,1,Certain infectious and parasitic diseases,Intestinal Infectious disease,1
A15.0,"TUBERCULOSIS OF LUNG, CONFIRMED BY SPUTUM MICROSCOPY WITH OR WITHOUT CULTURE; TUBERCULOUS BRONCHIECTASIS CONFIRMED BY SPUTUM MICROSCOPY WITH OR WITHOUT CULTURE; TUBERCULOUS FIBROSIS OF LUNG CONFIRMED BY SPUTUM MICROSCOPY WITH OR WITHOUT CULTURE; TUBERCULOUS PNEUMONIA CONFIRMED BY SPUTUM MICROSCOPY WITH OR WITHOUT CULTURE; TUBERCULOUS PNEUMOTHORAX CONFIRMED BY SPUTUM MICROSCOPY WITH OR WITHOUT CULTURE; PTB CLASS 2, 3, 5 BY SPUTUM CONFIRMATION; PTB RELAPSE BY SPUTUM CONFIRMATION","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.1,"TUBERCULOSIS OF LUNG, CONFIRMED BY CULTURE ONLY; TUBERCULOUS BRONCHIECTASIS CONFIRMED BY CULTURE ONLY; TUBERCULOUS FIBROSIS OF LUNG CONFIRMED BY CULTURE ONLY; TUBERCULOUS PENUMONIA CONFIRMED BY CULTURE ONLY; TUBERCULOUS PNEUMOTHORAX CONFIRMED BY CULTURE ONLY   ","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.2,"TUBERCULOSIS OF LUNG, CONFIRMED HISTOLOGICALLY; TUBERCULOUS BRONCHIECTASIS CONFIRMED HISTOLOGICALLY; TUBERCULOUS FIBROSIS OF LUNG CONFIRMED HISTOLOGICALLY; TUBERCULOUS PENUMONIA CONFIRMED HISTOLOGICALLY; TUBERCULOUS PNEUMOTHORAX CONFIRMED HISTOLOGICALLY ","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.3,"TUBERCULOSIS OF LUNG, CONFIRMED BY UNSPECIFIED MEANS; TUBERCULOUS BRONCHIECTASIS CONFIRMED BUT UNSPECIFIED WHETHER BACTERIOLOGICALLY OR HISTOLOGICALLY; TUBERCULOUS FIBROSIS OF LUNG CONFIRMED BUT UNSPECIFIED WHETHER BACTERIOLOGICALLY OR HISTOLOGICALLY; TUBERCULOUS PENUMONIA CONFIRMED BUT UNSPECIFIED WHETHER BACTERIOLOGICALLY OR HISTOLOGICALLY; TUBERCULOUS PNEUMOTHORAX CONFIRMED BUT UNSPECIFIED WHETHER BACTERIOLOGICALLY OR HISTOLOGICALLY ","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.4,"TUBERCULOSIS OF INTRATHORACIC LYMPH NODES, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; TUBERCULOSIS OF HILAR LYMPH NODES, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; TUBERCULOSIS OF MEDIASTINAL LYMPH NODES, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; TUBERCULOSIS OF TRACHEOBRONCHIAL LYMPH NODES, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY","TUBERCULOSIS, EXTRAPULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.5,"TUBERCULOSIS OF GLOTTIS, LARYNX, TRACHEA AND BRONCHUS, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY ","TUBERCULOSIS, EXTRAPULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.6,"TUBERCULOUS PLEURISY, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; TUBERCULOSIS OF PLEURA, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; TUBERCULOUS EMPYEMA CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY","TUBERCULOSIS, EXTRAPULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.7,"PRIMARY RESPIRATORY TUBERCULOSIS, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.8,"OTHER RESPIRATORY TUBERCULOSIS, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; MEDIASTINAL TUBERCULOSIS, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; NASOPHARYNGEAL TUBERCULOSIS, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; TUBERCULOSIS OF NOSE, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY; TUBERCULOSIS OF ANY NASAL SINUS, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY","TUBERCULOSIS, EXTRAPULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15.9,"RESPIRATORY TUBERCULOSIS UNSPECIFIED, CONFIRMED BACTERIOLOGICALLY AND HISTOLOGICALLY","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A15+G53.1*,"MULTIPLE CRANIAL NERVE PALSIES IN TUBERCULOSIS OF LUNG, BACTERIOLOGICALLY AND HISTOLOGICALLY CONFIRMED ",,1,Certain infectious and parasitic diseases,Tuberculosis,1
A15+G94.0*,"HYDROCEPHALUS IN TUBERCULOSIS OF LUNG, BACTERIOLOGICALLY AND HISTOLOGICALLY CONFIRMED ",,1,Certain infectious and parasitic diseases,Tuberculosis,1
A16.0,"TUBERCULOSIS OF LUNG, BACTERIOLOGICALLY AND HISTOLOGICALLY NEGATIVE; TUBERCULOUS BRONCHIECTASIS BACTERIOLOGICALLY AND HISTOLOGICALLY NEGATIVE; TUBERCULOUS FIBROSIS OF LUNG BACTERIOLOGICALLY AND HISTOLOGICALLY NEGATIVE; TUBERCULOUS PNEUMONIA BACTERIOLOGICALLY AND HISTOLOGICALLY NEGATIVE; TUBERCULOUS PNEUMOTHORAX BACTERIOLOGICALLY AND HISTOLOGICALLY NEGATIVE","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A16.1,"TUBERCULOSIS OF LUNG, BACTERIOLOGICAL AND HISTOLOGICAL EXAMINATION NOT DONE; TUBERCULOUS BRONCHIECTASIS BACTERIOLOGICAL AND HISTOLOGICAL EXAMINATION NOT DONE; TUBERCULOUS FIBROSIS OF LUNG BACTERIOLOGICAL AND HISTOLOGICAL EXAMINATION NOT DONE; TUBERCULOUS PNEUMONIA BACTERIOLOGICAL AND HISTOLOGICAL EXAMINATION NOT DONE; TUBERCULOUS PNEUMOTHORAX BACTERIOLOGICAL AND HISTOLOGICAL EXAMINATION NOT DONE","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A16.2,"TUBERCULOSIS OF LUNG, WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION; TUBERCULOUS BRONCHIECTASIS NOS (WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION); TUBERCULOUS FIBROSIS OF LUNG NOS (WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION); TUBERCULOUS PNEUMONIA NOS (WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION); TUBERCULOUS PNEUMOTHORAX NOS (WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION); PTB 2, 3, 5 BY X-RAY CONFIRMATION; PTB RELAPSE BY X-RAY CONFIRMATION","TUBERCULOSIS, PULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
A16.3,"TUBERCULOSIS OF INTRATHORACIC LYMPH NODES, WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION; TUBERCULOSIS OF HILAR LYMPH NODES NOS WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION; TUBERCULOSIS OF MEDIASTINAL LYMPH NODES NOS WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION; TUBERCULOSIS OF TRACHEOBRONCHIAL LYMPH NODES NOS WITHOUT MENTION OF BACTERIOLOGICAL OR HISTOLOGICAL CONFIRMATION; ","TUBERCULOSIS, EXTRAPULMONARY ",1,Certain infectious and parasitic diseases,Tuberculosis,1
